2019-06-22 09:37:41,b'RT @prashar_mayank: life is awsm with @bgs2209 @roy_soumyojit'
2019-06-19 08:34:44,"b'with the world cup fever upon us, we all are gunning our teams and players to do well. and data scientists are usin\xe2\x80\xa6 https://t.co/QxTDBMfstv'"
